Species	C2	C3	Y1	Y2	Y3
Microbacterium_sp._JZ37	0	0	1	0	0
Microbacterium_sp._KUDC0406	0	1	0	0	0
Microbacterium_sp._LWH10-1.2	1	0	0	0	0
Microbacterium_sp._LWO14-1.2	1	0	0	0	0
Microbacterium_sp._M	1	0	0	0	0
Microbacterium_sp._M28	1	0	0	0	0
Microbacterium_sp._SY138	1	0	0	0	0
Microbacterium_sp._WHRI_7836	1	0	0	0	0
Microbacterium_sp._XT11	1	0	0	0	0
Microbacterium_sp._Y-01	0	1	0	0	0
Microbacterium_sp._YJN-G	1	0	0	0	0
Microbacterium_sp._che218	0	0	0	1	0
Microbacterium_sp._cx-55	0	0	0	1	0
Microbacterium_sp._str._'China'	1	0	0	0	0
Microbacterium_sp._zg-B185	1	0	0	0	0
Microbacterium_sp._zg-Y818	0	0	0	1	0
Microbacterium_terricola	0	1	0	0	0
Microbacterium_wangchenii	0	1	0	0	0
Microbispora_maris	0	0	0	0	1
Microbulbifer_elongatus	0	1	0	0	0
Microbulbifer_sp._MCCC_1A16149	0	1	0	0	0
Microbulbifer_thermotolerans	0	0	0	0	1
Microcella_alkaliphila	0	0	0	0	1
Micrococcus_porci	0	1	0	0	0
Micrococcus_yunnanensis	0	0	1	0	0
Microcystis_protocystis	1	0	0	0	0
Microlunatus_phosphovorus	0	0	0	1	0
Micromonospora_carbonacea	0	1	0	0	0
Micromonospora_coxensis	0	0	1	0	0
Micromonospora_craniellae	0	0	0	1	0
Micromonospora_endophytica	0	0	1	0	0
Micromonospora_harpali	1	0	0	0	0
Micromonospora_siamensis	1	0	0	0	0
Micromonospora_sp._CA-246542	0	0	1	0	0
Micromonospora_sp._CA-249363	1	0	0	0	0
Micromonospora_sp._DSM_45708	1	0	0	0	0
Micromonospora_sp._FIMYZ51	1	0	0	0	0
Micromonospora_sp._NBC_00389	1	0	0	0	0
Micromonospora_sp._NBC_00898	1	0	0	0	0
Micromonospora_sp._NBC_01405	0	1	0	0	0
Micromonospora_sp._SH-82	1	0	0	0	0
Micromonospora_sp._WMMD998	0	1	0	0	0
Micromonospora_viridifaciens	1	0	0	0	0
Micropruina_glycogenica	1	0	0	0	0
Moellerella_wisconsensis	0	0	1	0	0
Moineauvirus_CHPC950	0	0	0	1	0
Moineauvirus_D1024	0	0	0	1	0
Moraxella_bovoculi	0	1	0	0	0
Motiliproteus_sp.	0	0	1	0	0
Mucilaginibacter_jinjuensis	0	0	0	0	1
Mucilaginibacter_sabulilitoris	0	0	0	1	0
Mucilaginibacter_sp._KACC_22773	0	1	0	0	0
Mucilaginibacter_sp._PAMB04168	0	1	0	0	0
Mucilaginibacter_sp._SMC90	0	1	0	0	0
Mucilaginibacter_sp._X4EP1	0	0	1	0	0
Mucilaginibacter_sp._X5P1	1	0	0	0	0
Mumia_sp._ZJ1417	1	0	0	0	0
Muscodensovirus_dipteran1	0	0	0	1	0
Musicola_paradisiaca	1	0	0	0	0
Mycetohabitans_endofungorum	0	1	0	0	0
Mycobacterium_adipatum	0	1	0	0	0
Mycobacterium_basiliense	1	0	0	0	0
Mycobacterium_canetti	0	0	0	0	1
Mycobacterium_dioxanotrophicus	0	0	0	1	0
Mycobacterium_gallinarum	1	0	0	0	0
Mycobacterium_kansasii	1	0	0	0	0
Mycobacterium_lacus	1	0	0	0	0
Mycobacterium_simiae	1	0	0	0	0
Mycobacterium_sp._MS1601	1	0	0	0	0
Mycobacterium_sp._Z3061	1	0	0	0	0
Mycobacteroides_saopaulense	1	0	0	0	0
Mycolicibacter_minnesotensis	1	0	0	0	0
Mycolicibacterium_helvum	0	1	0	0	0
Mycolicibacterium_holsaticum	0	0	0	0	1
Mycolicibacterium_monacense	1	0	0	0	0
Mycolicibacterium_moriokaense	1	0	0	0	0
Mycolicibacterium_mucogenicum	0	0	0	1	0
Mycolicibacterium_sp._TUM20985	0	1	0	0	0
Mycoplasma_crocodyli	0	0	0	1	0
Mycoplasma_sp._Mirounga_ES2805-ORL	1	0	0	0	0
Mycoplasma_sp._OR1901	0	0	0	1	0
Mycoplasma_struthionis	0	0	0	0	1
Mycoplasmopsis_agassizii	0	0	0	0	1
Mycosarcoma_maydis	1	0	0	0	0
Myroides_odoratus	0	0	0	1	0
Nakamurella_antarctica	0	1	0	0	0
Nakamurella_sp._PAMC28650	0	0	1	0	0
Nanobdella_aerobiophila	0	0	1	0	0
Natrinema_gelatinilyticum	0	0	0	1	0
Natronomonas_moolapensis	0	1	0	0	0
Natronomonas_salina	1	0	0	0	0
Naumovozyma_castellii	0	1	0	0	0
Neisseria_brasiliensis	1	0	0	0	0
Neisseria_chenwenguii	0	0	0	1	0
Neisseria_meningitidis	0	1	0	0	0
Neisseria_musculi	1	0	0	0	0
Neisseria_sp._CCUG12390	1	0	0	0	0
Neisseria_sp._CCUG17229	1	0	0	0	0
Neisseria_sp._KEM232	1	0	0	0	0
Neisseria_subflava	1	0	0	0	0
Neisseria_yangbaofengii	0	0	0	1	0
Neobacillus_sp._FSL_H8-0543	0	0	0	1	0
Neobacillus_sp._PS2-9	1	0	0	0	0
Neobacillus_sp._WH10	0	0	0	0	1
Neokomagataea_tanensis	0	1	0	0	0
Neorhizobium_petrolearium	0	0	0	1	0
Neospora_caninum	1	0	0	0	0
Neptuniibacter_halophilus	0	0	0	0	1
Neurospora_crassa	0	0	0	1	0
Nevskia_ramosa	1	0	0	0	0
Niabella_soli	0	1	0	0	0
Niallia_oryzisoli	0	0	0	1	0
Niallia_tiangongensis	0	0	0	0	1
Nitratireductor_rhodophyticola	0	1	0	0	0
Nitratireductor_sp._L15S-10	0	0	1	0	0
Nitrincola_sp._MINF-07-Sa-05	0	0	0	1	0
Nitrobacter_sp._TKz-YC01	1	0	0	0	0
Nitrobacter_sp._TKz-YC02	0	1	0	0	0
Nitrobacter_winogradskyi	0	1	0	0	0
Nitrosococcus_halophilus	1	0	0	0	0
Nitrosomonas_sp._sh817	0	1	0	0	0
Nitrosomonas_ureae	1	0	0	0	0
Nitrosophilus_labii	0	0	0	0	1
Nitrosopumilus_cobalaminigenes	0	0	1	0	0
Nitrosospira_sp._Is2	0	1	0	0	0
Nocardia_pseudovaccinii	0	1	0	0	0
Nocardia_sp._CA-120079	0	0	0	0	1
Nocardia_sp._CA-129566	1	0	0	0	0
Nocardia_sp._CA-135953	0	1	0	0	0
Nocardia_sp._NBC_00881	0	1	0	0	0
Nocardia_sp._NBC_01009	1	0	0	0	0
Nocardia_sp._NBC_01329	0	1	0	0	0
Nocardia_sp._NBC_01503	0	0	1	0	0
Nocardia_testacea	1	0	0	0	0
Nocardia_vulneris	0	0	0	1	0
Nocardia_yamanashiensis	1	0	0	0	0
Nocardia_yunnanensis	0	1	0	0	0
Nocardioides_campestrisoli	0	1	0	0	0
Nocardioides_faecalis	0	0	0	0	1
Nocardioides_houyundeii	0	1	0	0	0
Nocardioides_panacis	0	0	0	0	1
Nocardioides_pantholopis	0	1	0	0	0
Nocardioides_sambongensis	0	1	0	0	0
Nocardioides_sp._HDW12B	1	0	0	0	0
Nocardioides_sp._JQ2195	0	0	0	0	1
Nocardioides_sp._Kera_G14	1	0	0	0	0
Nocardioides_sp._L-11A	0	1	0	0	0
Nocardioides_sp._S5	0	1	0	0	0
Nocardioides_sp._TF02-7	1	0	0	0	0
Nocardioides_sp._zg-1228	0	0	0	1	0
Nodosilinea_sp._E11	1	0	0	0	0
Nonomuraea_fuscirosea	0	1	0	0	0
Nonomuraea_glycinis	0	0	1	0	0
Nosocomiicoccus_ampullae	0	0	0	1	0
Nostoc_sp._'Peltigera_membranacea_cyanobiont'_N6	1	0	0	0	0
Nostoc_sp._MS1	0	0	0	0	1
Nostoc_sp._PCC_7524	0	0	1	0	0
Nostocoides_sp._HKS02	1	0	0	0	0
Noviherbaspirillum_sp._UKPF54	1	0	0	0	0
Novilysobacter_ciconiae	1	0	0	0	0
Novosphingobium_aromaticivorans	0	0	1	0	0
Novosphingobium_sp._EMRT-2	0	0	0	0	1
Novosphingobium_sp._Gsoil_351	1	0	0	0	0
Novosphingobium_sp._KA1	0	1	0	0	0
Novosphingobium_sp._KACC_22771	0	0	0	0	1
Obesumbacterium_proteus	0	1	0	0	0
Oceanicaulis_sp.	1	0	0	0	0
Oceanicola_sp._D3	0	0	0	1	0
Oceanisphaera_profunda	0	1	0	0	0
Oceanobacillus_kimchii	0	1	0	0	0
Oceanobacillus_oncorhynchi	0	0	1	0	0
Ornithinibacillus_sp._4-3	0	0	0	1	0
Ornithinimicrobium_avium	1	0	0	0	0
Ornithinimicrobium_flavum	1	0	0	0	0
Orrella_dioscoreae	1	0	0	0	0
Orthobunyavirus_peachesterense	0	1	0	0	0
Oryzobacter_terrae	0	0	1	0	0
Ottowia_caeni	0	1	0	0	0
Ottowia_oryzae	1	0	0	0	0
Paenacidovorax_monticola	1	0	0	0	0
Paenarthrobacter_aurescens	0	0	0	1	0
Paenibacillus_algicola	1	0	0	0	0
Paenibacillus_durus	0	0	0	1	0
Paenibacillus_glycanilyticus	0	0	1	0	0
Paenibacillus_jilunlii	0	0	0	1	0
Paenibacillus_kribbensis	0	0	0	0	1
Paenibacillus_lautus	0	0	0	0	1
Paenibacillus_lutimineralis	0	1	0	0	0
Paenibacillus_pabuli	1	0	0	0	0
Paenibacillus_peoriae	0	0	0	1	0
Paenibacillus_rhizovicinus	0	1	0	0	0
Paenibacillus_sabinae	0	0	0	0	1
Paenibacillus_sp._481	0	0	1	0	0
Paenibacillus_sp._B01	0	1	0	0	0
Paenibacillus_sp._BIC5C1	0	0	0	1	0
Paenibacillus_sp._BIHB_4019	1	0	0	0	0
Paenibacillus_sp._FSL_R10-2734	0	1	0	0	0
Paenibacillus_sp._FSL_R10-2796	0	0	0	1	0
Paenibacillus_sp._FSL_R5-0490	0	0	1	0	0
Paenibacillus_sp._FSL_R7-0652	0	0	0	1	0
Paenibacillus_sp._H1-7	0	0	0	0	1
Paenibacillus_sp._JNUCC32	1	0	0	0	0
Paenibacillus_sp._JZ16	1	0	0	0	0
Paenibacillus_sp._KACC_21273	0	0	1	0	0
Paenibacillus_sp._MMS20-IR301	1	0	0	0	0
Paenibacillus_sp._WLX1005	0	0	0	1	0
Paenibacillus_swuensis	0	1	0	0	0
Paenibacillus_taichungensis	1	0	0	0	0
Paenibacillus_terrae	0	0	0	0	1
Paenibacillus_tianjinensis	0	0	0	1	0
Paenibacillus_uliginis	0	0	0	1	0
Paenibacillus_woosongensis	1	0	0	0	0
Paenibacillus_xylanexedens	0	0	0	0	1
Paenisporosarcina_sp._FSL_H8-0542	0	0	1	0	0
Palleronia_sp._LCG004	0	0	0	1	0
Pandoraea_commovens	1	0	0	0	0
Pandoraea_vervacti	0	1	0	0	0
Pantoea_allii	1	0	0	0	0
Pantoea_ananatis	0	1	0	0	0
Pantoea_eucalypti	1	0	0	0	0
Pantoea_sp._FN060301	1	0	0	0	0
Pantoea_sp._MBD-2R	1	0	0	0	0
Pantoea_stewartii	1	0	0	0	0
Paraburkholderia_caffeinilytica	0	1	0	0	0
Paraburkholderia_dioscoreae	1	0	0	0	0
Paraburkholderia_fungorum	0	1	0	0	0
Paraburkholderia_kirstenboschensis	1	0	0	0	0
Paraburkholderia_megapolitana	1	0	0	0	0
Paraburkholderia_phytofirmans	0	0	1	0	0
Paraburkholderia_sp._FT54	0	0	0	1	0
Paraburkholderia_sp._PGU19	0	0	0	1	0
Paracoccus_actinidiae	0	0	0	1	0
Paracoccus_aestuarii	0	0	0	0	1
Paracoccus_alcaliphilus	0	1	0	0	0
Paracoccus_fistulariae	1	0	0	0	0
Paracoccus_kondratievae	1	0	0	0	0
Paracoccus_liaowanqingii	0	1	0	0	0
Paracoccus_marcusii	0	0	0	1	0
Paracoccus_sp._TOH	0	1	0	0	0
Paraconexibacter_antarcticus	0	0	0	0	1
Parageobacillus_sp._KH3-4	1	0	0	0	0
Paraglaciecola_psychrophila	0	0	1	0	0
Paraglaciecola_sp._L1A13	1	0	0	0	0
Paraglaciecola_sp._T6c	0	0	1	0	0
Paralcaligenes_sp._KSB-10	0	1	0	0	0
Paraliobacillus_zengyii	0	0	0	0	1
Paramagnetospirillum_magneticum	0	1	0	0	0
Parasalinivibrio_latis	1	0	0	0	0
Parasphaerochaeta_coccoides	1	0	0	0	0
Parasphingorhabdus_halotolerans	0	0	1	0	0
Parasphingorhabdus_sp.	1	0	0	0	0
Parelusimicrobium_proximum	0	0	0	1	0
Parvularcula_bermudensis	1	0	0	0	0
Pasteurella_multocida	0	0	1	0	0
Pectobacterium_brasiliense	0	0	0	1	0
Pectobacterium_punjabense	0	0	1	0	0
Pediococcus_damnosus	0	0	1	0	0
Pedobacter_endophyticus	0	0	0	1	0
Pedobacter_foliorum	0	0	0	0	1
Pedobacter_sp._G11	0	1	0	0	0
Pedobacter_sp._KACC_23697	0	1	0	0	0
Pedobacter_sp._R-06	0	0	1	0	0
Pedobacter_sp._SL55	0	0	0	1	0
Pedococcus_dokdonensis	1	0	0	0	0
Pelagerythrobacter_marinus	0	0	0	1	0
Pelagibacterium_flavum	0	1	0	0	0
Pelagibacterium_sp._H642	0	1	0	0	0
Pengzhenrongella_sicca	0	0	0	1	0
Penicillium_psychrofluorescens	1	0	0	0	0
Peredibacter_starrii	0	0	0	1	0
Peribacillus_sp._B-H-3	0	0	1	0	0
Peribacillus_sp._FSL_E2-0218	0	0	0	0	1
Peribacillus_sp._SCS-26	0	0	1	0	0
Persicimonas_caeni	1	0	0	0	0
Peteryoungia_desertarenae	1	0	0	0	0
Phadecavirus_PH10	0	0	1	0	0
Phaeobacter_gallaeciensis	0	0	0	1	0
Phaeobacter_inhibens	1	0	0	0	0
Phenylobacterium_parvum	0	0	0	1	0
Phenylobacterium_zucineum	0	0	0	1	0
Phocoenobacter_skyensis	1	0	0	0	0
Phormidium_yuhuli	0	0	0	1	0
Photobacterium_piscicola	0	0	1	0	0
Phycicoccus_endophyticus	1	0	0	0	0
Phytohabitans_suffuscus	0	1	0	0	0
Piscinibacterium_candidicorallinum	1	0	0	0	0
Piscirickettsia_salmonis	0	1	0	0	0
Planococcus_antarcticus	0	0	0	1	0
Planococcus_halocryophilus	0	0	0	0	1
Planococcus_halotolerans	0	0	0	1	0
Planococcus_maritimus	0	0	1	0	0
Planococcus_rifietoensis	0	1	0	0	0
Planococcus_shixiaomingii	0	1	0	0	0
Planococcus_sp._107-1	1	0	0	0	0
Planococcus_sp._PAMC_21323	0	1	0	0	0
Planococcus_versutus	0	1	0	0	0
Plasmodium_chabaudi	0	0	0	1	0
Plasmodium_vivax	1	0	0	0	0
Plasmodium_yoelii	0	0	0	1	0
Podospora_bellae-mahoneyi	1	0	0	0	0
Polaribacter_atrinae	0	0	0	0	1
Polaribacter_pectinis	0	0	0	1	0
Polaribacter_sp._HL-MS24	0	0	0	1	0
Polaribacter_sp._Q13	0	0	1	0	0
Polaribacter_sp._R77954	0	0	1	0	0
Polaromonas_hydrogenivorans	1	0	0	0	0
Polaromonas_sp.	0	1	0	0	0
Pollutimonas_thiosulfatoxidans	0	0	0	1	0
Polymorphobacter_sp._PAMC_29334	0	0	1	0	0
Polymorphospora_sp._A560	1	0	0	0	0
Polynucleobacter_arcticus	1	0	0	0	0
Polynucleobacter_ibericus	0	1	0	0	0
Polynucleobacter_sp._AP-Kolm-20A-A1	0	0	0	1	0
Polynucleobacter_sp._MWH-UH25E	0	0	1	0	0
Polynucleobacter_wuianus	1	0	0	0	0
Pontibacter_korlensis	1	0	0	0	0
Pontibacter_russatus	1	0	0	0	0
Pontibacter_sp._G13	0	0	0	0	1
Ponticoccus_alexandrii	0	0	0	0	1
Pontivivens_nitratireducens	0	0	0	0	1
Porifericola_rhodea	1	0	0	0	0
Porphyrobacter_sp._HT-58-2	1	0	0	0	0
Porphyromonas_crevioricanis	1	0	0	0	0
Prauserella_marina	0	0	1	0	0
Prevotella_nigrescens	0	1	0	0	0
Priestia_sp._MF3	0	0	0	0	1
Prochlorococcus_sp._MIT_9314	0	0	0	1	0
Profundibacter_amoris	0	1	0	0	0
Propionimicrobium_sp._PCR01-08-3	1	0	0	0	0
Prosthecochloris_sp._HL-130-GSB	0	0	0	1	0
Protaetiibacter_larvae	0	0	0	1	0
Proteiniphilum_propionicum	1	0	0	0	0
Proteus_columbae	0	1	0	0	0
Providencia_sp._PROV175	0	0	0	1	0
Pseudalkalibacillus_sp._SCS-8	0	0	1	0	0
Pseudarthrobacter_quantipunctorum	0	1	0	0	0
Pseudarthrobacter_sp._S9	0	1	0	0	0
Pseudemcibacter_aquimaris	1	0	0	0	0
Pseudoalteromonas_agarivorans	0	0	0	1	0
Pseudoalteromonas_carrageenovora	0	0	0	1	0
Pseudoalteromonas_rhizosphaerae	0	0	0	1	0
Pseudoalteromonas_sp._DL-6	0	0	0	1	0
Pseudoalteromonas_sp._JC3	0	0	1	0	0
Pseudobacter_ginsenosidimutans	0	0	0	0	1
Pseudocnuella_soli	0	0	0	0	1
Pseudodesulfovibrio_mercurii	1	0	0	0	0
Pseudodesulfovibrio_piezophilus	0	0	0	1	0
Pseudoduganella_armeniaca	0	1	0	0	0
Pseudoduganella_chitinolytica	0	1	0	0	0
Pseudoduganella_sp._UC29_106	0	0	0	1	0
Pseudogemmobacter_blasticus	0	1	0	0	0
Pseudomonas_alvandae	1	0	0	0	0
Pseudomonas_antarctica	1	0	0	0	0
Pseudomonas_canadensis	0	1	0	0	0
Pseudomonas_caspiana	0	0	0	0	1
Pseudomonas_frederiksbergensis	0	1	0	0	0
Pseudomonas_graminis	1	0	0	0	0
Pseudomonas_grandcourensis	0	0	0	0	1
Pseudomonas_hefeiensis	0	0	0	1	0
Pseudomonas_lijiangensis	0	1	0	0	0
Pseudomonas_lini	1	0	0	0	0
Pseudomonas_lundensis	0	0	0	0	1
Pseudomonas_marincola	1	0	0	0	0
Pseudomonas_moraviensis	0	1	0	0	0
Pseudomonas_muyukensis	1	0	0	0	0
Pseudomonas_nitroreducens	1	0	0	0	0
Pseudomonas_oryzihabitans	1	0	0	0	0
Pseudomonas_phenolilytica	1	0	0	0	0
Pseudomonas_prosekii	1	0	0	0	0
Pseudomonas_rhizosphaerae	1	0	0	0	0
Pseudomonas_saxonica	0	0	0	0	1
Pseudomonas_serboccidentalis	1	0	0	0	0
Pseudomonas_sihuiensis	0	0	0	0	1
Pseudomonas_soli	0	1	0	0	0
Pseudomonas_sp._31-12	0	1	0	0	0
Pseudomonas_sp._C27(2019)	1	0	0	0	0
Pseudomonas_sp._Colony2	0	1	0	0	0
Pseudomonas_sp._DG56-2	0	0	0	0	1
Pseudomonas_sp._DY-1	0	0	1	0	0
Pseudomonas_sp._FP453	1	0	0	0	0
Pseudomonas_sp._G166	1	0	0	0	0
Pseudomonas_sp._HS6	0	0	1	0	0
Pseudomonas_sp._IB20	0	0	0	1	0
Pseudomonas_sp._J452	1	0	0	0	0
Pseudomonas_sp._KU26590	0	1	0	0	0
Pseudomonas_sp._LS44	1	0	0	0	0
Pseudomonas_sp._Lz4W	1	0	0	0	0
Pseudomonas_sp._MAC6	0	0	0	0	1
Pseudomonas_sp._MM227	1	0	0	0	0
Pseudomonas_sp._MTM4	0	0	0	1	0
Pseudomonas_sp._N3-W	0	0	0	1	0
Pseudomonas_sp._NFX1	0	1	0	0	0
Pseudomonas_sp._NIBR-H-19	1	0	0	0	0
Pseudomonas_sp._NY5710	1	0	0	0	0
Pseudomonas_sp._NY8896	0	0	1	0	0
Pseudomonas_sp._NyZ480	1	0	0	0	0
Pseudomonas_sp._RC10	1	0	0	0	0
Pseudomonas_sp._SCA2728.1_7	1	0	0	0	0
Pseudomonas_sp._SCB32	0	0	0	0	1
Pseudomonas_sp._St316	1	0	0	0	0
Pseudomonas_sp._YJ42	0	1	0	0	0
Pseudomonas_sp._Z003-0.4C(8344-21)	0	0	0	0	1
Pseudomonas_syringae_group_genomosp._7	0	1	0	0	0
Pseudomonas_trivialis	0	1	0	0	0
Pseudomonas_veronii	1	0	0	0	0
Pseudonocardia_oceani	1	0	0	0	0
Pseudonocardia_sp._HH130630-07	0	0	0	1	0
Pseudooceanicola_atlanticus	0	1	0	0	0
Pseudorhodoplanes_sinuspersici	1	0	0	0	0
Pseudoroseicyclus_sp._CXY001	0	0	0	1	0
Pseudosulfitobacter_pseudonitzschiae	0	0	0	1	0
Pseudosulfitobacter_sp._DSM_107133	0	1	0	0	0
Pseudoxanthomonas_mexicana	1	0	0	0	0
Pseudoxanthomonas_sp._X-1	0	1	0	0	0
Psychrobacillus_psychrodurans	0	0	0	1	0
Psychrobacillus_sp._INOP01	1	0	0	0	0
Psychrobacter_sp._DAB_AL43B	0	0	0	0	1
Psychrobacter_sp._P2G3	0	0	0	1	0
Psychrobacter_sp._WB2	1	0	0	0	0
Psychromonas_sp._GE-S-Ul-11	0	0	1	0	0
Puccinia_striiformis	0	0	1	0	0
Pyricularia_oryzae	0	0	0	0	1
Pyrobaculum_calidifontis	0	1	0	0	0
Qingshengfaniella_alkalisoli	0	1	0	0	0
Qipengyuania_seohaensis	1	0	0	0	0
Qipengyuania_sp.	0	1	0	0	0
Rahnella_aceris	0	1	0	0	0
Rahnella_bonaserana	1	0	0	0	0
Rahnella_variigena	0	1	0	0	0
Rahnella_victoriana	1	0	0	0	0
Raineyella_fluvialis	0	1	0	0	0
Raineyella_sp._W15-4	1	0	0	0	0
Ralstonia_sp._RRA	1	0	0	0	0
Ralstonia_syzygii	0	1	0	0	0
Raoultella_sp._DY2415	1	0	0	0	0
Raoultella_terrigena	0	1	0	0	0
Rathayibacter_festucae	1	0	0	0	0
Rathayibacter_iranicus	1	0	0	0	0
Rathayibacter_sp._VKM_Ac-2762	1	0	0	0	0
Rathayibacter_tanaceti	0	0	1	0	0
Rheinheimera_sp._D18	0	1	0	0	0
Rheinheimera_sp._F8	0	0	0	1	0
Rhizobium_binae	0	1	0	0	0
Rhizobium_daejeonense	0	0	0	1	0
Rhizobium_indicum	0	0	0	0	1
Rhizobium_phaseoli	0	1	0	0	0
Rhizobium_rhizoryzae	0	1	0	0	0
Rhizobium_sp._32-5/1	0	0	0	0	1
Rhizobium_sp._CB3090	1	0	0	0	0
Rhizobium_sp._CIAT894	0	0	1	0	0
Rhizobium_sp._Rhizsp82	0	1	0	0	0
Rhizobium_sp._SYY.PMSO	1	0	0	0	0
Rhizobium_sp._TH2	1	0	0	0	0
Rhizobium_sp._WW22	1	0	0	0	0
Rhizobium_sp._YTUHZ045	0	0	0	0	1
Rhizobium_sp._ZK1	0	1	0	0	0
Rhizorhabdus_phycosphaerae	0	1	0	0	0
Rhizorhabdus_wittichii	1	0	0	0	0
Rhodanobacter_glycinis	0	0	0	0	1
Rhodanobacter_sp._Col0626	1	0	0	0	0
Rhodococcus_coprophilus	0	1	0	0	0
Rhodococcus_indonesiensis	0	0	0	0	1
Rhodococcus_pseudokoreensis	0	0	0	0	1
Rhodococcus_pyridinivorans	1	0	0	0	0
Rhodococcus_sacchari	1	0	0	0	0
Rhodococcus_sovatensis	0	1	0	0	0
Rhodococcus_sp._(in:_high_G+C_Gram-positive_bacteria)	1	0	0	0	0
Rhodococcus_sp._ABRD24	0	1	0	0	0
Rhodococcus_sp._W8901	1	0	0	0	0
Rhodococcus_sp._WAY2	0	1	0	0	0
Rhodococcus_sp._WB9	0	0	0	0	1
Rhodococcus_sp._YL-1	1	0	0	0	0
Rhodococcus_triatomae	0	1	0	0	0
Rhodoferax_sediminis	1	0	0	0	0
Rhodomicrobium_vannielii	0	1	0	0	0
Rhodopseudomonas_sp._BAL398	0	0	0	1	0
Rhodovulum_sp._P5	0	1	0	0	0
Rhodovulum_sulfidophilum	1	0	0	0	0
Rickettsia_canadensis	0	0	0	0	1
Rippkaea_orientalis	0	0	0	1	0
Robbsia_andropogonis	1	0	0	0	0
Rodentibacter_haemolyticus	1	0	0	0	0
Roseibium_album	1	0	0	0	0
Roseiflexus_sp._RS-1	0	0	1	0	0
Roseivirga_pacifica	0	0	1	0	0
Roseobacter_ponti	1	0	0	0	0
Roseomonas_cutis	0	0	0	0	1
Roseomonas_gilardii	0	0	0	1	0
Roseomonas_mucosa	1	0	0	0	0
Roseovarius_pelagicus	0	1	0	0	0
Roseovarius_sp.	0	1	0	0	0
Roseovarius_tolerans	0	1	0	0	0
Rosistilla_oblonga	0	1	0	0	0
Rossellomorea_sp._DA94	0	0	0	1	0
Rossellomorea_sp._KS-H15a	0	0	0	0	1
Rossellomorea_vietnamensis	0	0	0	0	1
Rothia_nasimurium	0	1	0	0	0
Rothia_terrae	0	0	0	0	1
Ruania_alkalisoli	0	0	1	0	0
Rubellicoccus_peritrichatus	0	0	0	1	0
Rubrobacter_indicoceani	1	0	0	0	0
Ruegeria_conchae	0	0	0	1	0
Ruicaihuangia_caeni	1	0	0	0	0
Rummeliibacillus_pycnus	1	0	0	0	0
Runella_sp.	1	0	0	0	0
Runella_sp._SP2	0	0	0	1	0
Saccharomonospora_azurea	0	0	0	1	0
Saccharomonospora_cyanea	0	1	0	0	0
Saccharomonospora_glauca	1	0	0	0	0
Saccharopolyspora_gregorii	1	0	0	0	0
Salicibibacter_halophilus	0	1	0	0	0
Salimicrobium_sp._PL1-032A	0	1	0	0	0
Salinibacterium_sp._ZJ70	1	0	0	0	0
Salinibaculum_rarum	0	1	0	0	0
Salinicoccus_halodurans	0	1	0	0	0
Salinicola_sp._JS01	0	0	1	0	0
Salinicola_tamaricis	0	0	0	1	0
Salinilacihabitans_rarus	0	1	0	0	0
Salinimonas_marina	0	0	1	0	0
Salinirubellus_litoreus	0	1	0	0	0
Salinirubellus_salinus	1	0	0	0	0
Salinispora_tropica	1	0	0	0	0
Salipaludibacillus_sp._LMS25	0	0	0	1	0
Salipiger_abyssi	1	0	0	0	0
Sanguibacter_biliveldensis	1	0	0	0	0
Sanguibacter_sp._Z1732	1	0	0	0	0
Saprospira_sp._CCB-QB6	1	0	0	0	0
Schaalia_radingae	0	1	0	0	0
Schizosaccharomyces_osmophilus	0	0	0	1	0
Schizosaccharomyces_pombe	0	0	0	0	1
Secundilactobacillus_paracollinoides	1	0	0	0	0
Sedimenticola_thiotaurini	0	0	0	0	1
Sedimentisphaera_cyanobacteriorum	1	0	0	0	0
Sediminibacterium_sp._KACHI17	1	0	0	0	0
Sediminicoccus_rosea	1	0	0	0	0
Sediminicoccus_sp._BL-A-41-H5	1	0	0	0	0
Segniliparus_rotundus	1	0	0	0	0
Selenomonas_sp._oral_taxon_136	0	1	0	0	0
Serratia_proteamaculans	0	0	0	0	1
Serratia_rhizosphaerae	1	0	0	0	0
Serratia_sarumanii	0	1	0	0	0
Serratia_sp._NGAS9	1	0	0	0	0
Serratia_symbiotica	1	0	0	0	0
Shewanella_algae	0	0	0	1	0
Shewanella_cyperi	1	0	0	0	0
Shewanella_denitrificans	0	0	0	1	0
Shewanella_halifaxensis	0	0	0	0	1
Shewanella_pealeana	1	0	0	0	0
Shewanella_sp._ANA-3	0	0	0	0	1
Shewanella_sp._DAU305	0	0	1	0	0
Shewanella_violacea	1	0	0	0	0
Shimwellia_blattae	0	1	0	0	0
Shouchella_miscanthi	1	0	0	0	0
Sideroxyarcus_emersonii	1	0	0	0	0
Sideroxydans_lithotrophicus	0	0	1	0	0
Sideroxydans_sp._CL21	0	1	0	0	0
Simiduia_sp._21SJ11W-1	1	0	0	0	0
Simonsiella_muelleri	1	0	0	0	0
Sinomonas_sp._P47F7	0	1	0	0	0
Sinorhizobium_chiapasense	1	0	0	0	0
Sinorhizobium_numidicum	1	0	0	0	0
Skermanella_cutis	0	1	0	0	0
Sneathia_sanguinegens	1	0	0	0	0
Snodgrassella_communis	0	1	0	0	0
Sodalis_endosymbiont_of_Henestaris_halophilus	0	0	0	1	0
Sodalis_ligni	0	0	0	0	1
