OTUID	All	C	E	Y
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae	0.000597	0.001791667	0.000000000	0.000000000
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter	0.000597	0.001791667	0.000000000	0.000000000
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_formigenes	0.000597	0.001791667	0.000000000	0.000000000
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Oxalobacteraceae|g__Oxalobacter|s__Oxalobacter_formigenes|t__SGB9387	0.000597	0.001791667	0.000000000	0.000000000
k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721|f__FGB75721|g__GGB9524|s__GGB9524_SGB14923	0.000596	0.001786667	0.000000000	0.000000000
k__Bacteria|p__Firmicutes|c__CFGB75721|o__OFGB75721|f__FGB75721|g__GGB9524|s__GGB9524_SGB14923|t__SGB14923	0.000596	0.001786667	0.000000000	0.000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_Marseille_P2846	0.000591	0.001771667	0.000000000	0.000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Eubacteriales_unclassified|s__Clostridiales_bacterium_Marseille_P2846|t__SGB29342	0.000591	0.001771667	0.000000000	0.000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_asparagiformis	0.000554	0.001661667	0.000000000	0.000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_asparagiformis|t__SGB4724	0.000554	0.001661667	0.000000000	0.000000000
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB25437	0.000545	0.000000	0.000000	0.001635
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB25437|s__GGB25437_SGB37391	0.000545	0.000000	0.000000	0.001635
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB25437|s__GGB25437_SGB37391|t__SGB37391	0.000545	0.000000	0.000000	0.001635
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9522|s__GGB9522_SGB14921	0.000544	0.0006866667	0.0009450000	0.0000000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__GGB9522|s__GGB9522_SGB14921|t__SGB14921	0.000544	0.0006866667	0.0009450000	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium|t__SGB6153	0.000536	0.001606667	0.000000000	0.000000000
k__Bacteria|p__Firmicutes|c__CFGB6261|o__OFGB6261|f__FGB6261|g__GGB74510	0.000527	0.000000000	0.001581667	0.000000000
k__Bacteria|p__Firmicutes|c__CFGB6261|o__OFGB6261|f__FGB6261|g__GGB74510|s__GGB74510_SGB47635	0.000527	0.000000000	0.001581667	0.000000000
k__Bacteria|p__Firmicutes|c__CFGB6261|o__OFGB6261|f__FGB6261|g__GGB74510|s__GGB74510_SGB47635|t__SGB47635	0.000527	0.000000000	0.001581667	0.000000000
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Candidatus_Stoquefichus	0.000522	0.000000000	0.000000000	0.001566667
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Candidatus_Stoquefichus|s__Candidatus_Stoquefichus_sp_SB1	0.000522	0.000000000	0.000000000	0.001566667
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Candidatus_Stoquefichus|s__Candidatus_Stoquefichus_sp_SB1|t__SGB6772	0.000522	0.000000000	0.000000000	0.001566667
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_sp_28C	5e-04	0.0000	0.0000	0.0015
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae|g__Gordonibacter|s__Gordonibacter_sp_28C|t__SGB33567	5e-04	0.0000	0.0000	0.0015
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_sp_N37	0.000497	1.393333e-03	9.666667e-05	0.000000e+00
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_sp_N37|t__SGB1946	0.000497	1.393333e-03	9.666667e-05	0.000000e+00
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca	0.000497	0.00149	0.00000	0.00000
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_oxytoca|t__SGB10118	0.000497	0.00149	0.00000	0.00000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerosacchariphilus	0.000494	0.000000000	0.001483333	0.000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerosacchariphilus|s__Anaerosacchariphilus_sp_NSJ_68	0.000494	0.000000000	0.001483333	0.000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Anaerosacchariphilus|s__Anaerosacchariphilus_sp_NSJ_68|t__SGB4772	0.000494	0.000000000	0.001483333	0.000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Paeniclostridium	0.000492	0.000000000	0.001476667	0.000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Paeniclostridium|s__Eubacterium_tenue	0.000492	0.000000000	0.001476667	0.000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Peptostreptococcaceae|g__Paeniclostridium|s__Eubacterium_tenue|t__SGB6145	0.000492	0.000000000	0.001476667	0.000000000
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum	0.000491	0.000000000	0.000000000	0.001473333
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_sp_oral_taxon_183	0.000491	0.000000000	0.000000000	0.001473333
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinobaculum|s__Actinobaculum_sp_oral_taxon_183|t__SGB15892	0.000491	0.000000000	0.000000000	0.001473333
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB80000	0.000481	0.000000000	0.001441667	0.000000000
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB80000|s__GGB80000_SGB58382	0.000481	0.000000000	0.001441667	0.000000000
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__GGB80000|s__GGB80000_SGB58382|t__SGB58382	0.000481	0.000000000	0.001441667	0.000000000
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella_parvula	0.000468	0.000135	0.000000	0.001270
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Lancefieldella|s__Lancefieldella_parvula|t__SGB966	0.000468	0.000135	0.000000	0.001270
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_An66	0.000468	0.001403333	0.000000000	0.000000000
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_sp_An66|t__SGB2306	0.000468	0.001403333	0.000000000	0.000000000
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_profusa	0.000459	0.0006483333	0.0000000000	0.0007283333
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Olsenella|s__Olsenella_profusa|t__SGB14387	0.000459	0.0006483333	0.0000000000	0.0007283333
k__Bacteria|p__Bacteroidetes|c__CFGB629|o__OFGB629|f__FGB629|g__GGB1496	0.000445	0.000000	0.001335	0.000000
k__Bacteria|p__Bacteroidetes|c__CFGB629|o__OFGB629|f__FGB629|g__GGB1496|s__GGB1496_SGB2073	0.000445	0.000000	0.001335	0.000000
k__Bacteria|p__Bacteroidetes|c__CFGB629|o__OFGB629|f__FGB629|g__GGB1496|s__GGB1496_SGB2073|t__SGB2073	0.000445	0.000000	0.001335	0.000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neobittarella	0.000444	0.0005850000	0.0007466667	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neobittarella|s__Neobittarella_massiliensis	0.000444	0.0005850000	0.0007466667	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Neobittarella|s__Neobittarella_massiliensis|t__SGB7264	0.000444	0.0005850000	0.0007466667	0.0000000000
k__Bacteria|p__Bacteroidetes|c__CFGB628	0.000441	0.000000000	0.001323333	0.000000000
k__Bacteria|p__Bacteroidetes|c__CFGB628|o__OFGB628	0.000441	0.000000000	0.001323333	0.000000000
k__Bacteria|p__Bacteroidetes|c__CFGB628|o__OFGB628|f__FGB628	0.000441	0.000000000	0.001323333	0.000000000
k__Bacteria|p__Bacteroidetes|c__CFGB628|o__OFGB628|f__FGB628|g__GGB1492	0.000441	0.000000000	0.001323333	0.000000000
k__Bacteria|p__Bacteroidetes|c__CFGB628|o__OFGB628|f__FGB628|g__GGB1492|s__GGB1492_SGB2067	0.000441	0.000000000	0.001323333	0.000000000
k__Bacteria|p__Bacteroidetes|c__CFGB628|o__OFGB628|f__FGB628|g__GGB1492|s__GGB1492_SGB2067|t__SGB2067	0.000441	0.000000000	0.001323333	0.000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_formicilis|t__SGB63307	0.000438	0.000000000	0.000000000	0.001313333
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__GGB58233	0.000434	0.000255000	0.001048333	0.000000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__GGB58233|s__GGB58233_SGB79883	0.000434	0.000255000	0.001048333	0.000000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__GGB58233|s__GGB58233_SGB79883|t__SGB79883	0.000434	0.000255000	0.001048333	0.000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Metalachnospira	0.000431	0.001293333	0.000000000	0.000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Metalachnospira|s__Candidatus_Metalachnospira_SGB63370	0.000431	0.001293333	0.000000000	0.000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridia_unclassified|f__Clostridia_unclassified|g__Candidatus_Metalachnospira|s__Candidatus_Metalachnospira_SGB63370|t__SGB63370	0.000431	0.001293333	0.000000000	0.000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Frisingicoccus	0.000428	0.001285	0.000000	0.000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Frisingicoccus|s__Frisingicoccus_caecimuris	0.000428	0.001285	0.000000	0.000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Frisingicoccus|s__Frisingicoccus_caecimuris|t__SGB4675	0.000428	0.001285	0.000000	0.000000
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini	0.000421	0.000165000	0.000000000	0.001096667
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae|g__Acidaminococcus|s__Acidaminococcus_intestini|t__SGB5736	0.000421	0.000165000	0.000000000	0.001096667
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_abscessus	0.000417	0.00125	0.00000	0.00000
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Phocaeicola|s__Phocaeicola_abscessus|t__SGB2052	0.000417	0.00125	0.00000	0.00000
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_SGB4342	0.000408	0.000000000	0.001223333	0.000000000
k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_SGB4342|t__SGB4342	0.000408	0.000000000	0.001223333	0.000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2977	0.000405	0.001215	0.000000	0.000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2977|s__GGB2977_SGB3959	0.000405	0.001215	0.000000	0.000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__GGB2977|s__GGB2977_SGB3959|t__SGB3959	0.000405	0.001215	0.000000	0.000000
k__Bacteria|p__Proteobacteria|c__CFGB544	0.000388	0.000000	0.000000	0.001165
k__Bacteria|p__Proteobacteria|c__CFGB544|o__OFGB544	0.000388	0.000000	0.000000	0.001165
k__Bacteria|p__Proteobacteria|c__CFGB544|o__OFGB544|f__FGB544	0.000388	0.000000	0.000000	0.001165
k__Bacteria|p__Bacteroidetes|c__CFGB544|o__OFGB544|f__FGB544|g__GGB1123	0.000388	0.000000	0.000000	0.001165
k__Bacteria|p__Bacteroidetes|c__CFGB544|o__OFGB544|f__FGB544|g__GGB1123|s__GGB1123_SGB1437	0.000388	0.000000	0.000000	0.001165
k__Bacteria|p__Bacteroidetes|c__CFGB544|o__OFGB544|f__FGB544|g__GGB1123|s__GGB1123_SGB1437|t__SGB1437	0.000388	0.000000	0.000000	0.001165
k__Bacteria|p__Bacteroidetes|c__CFGB667	0.000373	0.001118333	0.000000000	0.000000000
k__Bacteria|p__Bacteroidetes|c__CFGB667|o__OFGB667	0.000373	0.001118333	0.000000000	0.000000000
k__Bacteria|p__Bacteroidetes|c__CFGB667|o__OFGB667|f__FGB667	0.000373	0.001118333	0.000000000	0.000000000
k__Bacteria|p__Bacteroidetes|c__CFGB667|o__OFGB667|f__FGB667|g__GGB1662	0.000373	0.001118333	0.000000000	0.000000000
k__Bacteria|p__Bacteroidetes|c__CFGB667|o__OFGB667|f__FGB667|g__GGB1662|s__GGB1662_SGB2276	0.000373	0.001118333	0.000000000	0.000000000
k__Bacteria|p__Bacteroidetes|c__CFGB667|o__OFGB667|f__FGB667|g__GGB1662|s__GGB1662_SGB2276|t__SGB2276	0.000373	0.001118333	0.000000000	0.000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_NSJ_31	0.000371	0.001113333	0.000000000	0.000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Clostridiaceae|g__Clostridiaceae_unclassified|s__Clostridiaceae_bacterium_NSJ_31|t__SGB14839	0.000371	0.001113333	0.000000000	0.000000000
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_massiliensis	0.000371	0.000000000	0.000000000	0.001111667
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_massiliensis|t__SGB15873	0.000371	0.000000000	0.000000000	0.001111667
k__Bacteria|p__Bacteroidetes|c__CFGB642	0.000371	0.000000000	0.001111667	0.000000000
k__Bacteria|p__Bacteroidetes|c__CFGB642|o__OFGB642	0.000371	0.000000000	0.001111667	0.000000000
k__Bacteria|p__Bacteroidetes|c__CFGB642|o__OFGB642|f__FGB642	0.000371	0.000000000	0.001111667	0.000000000
k__Bacteria|p__Bacteroidetes|c__CFGB642|o__OFGB642|f__FGB642|g__GGB1582	0.000371	0.000000000	0.001111667	0.000000000
k__Bacteria|p__Bacteroidetes|c__CFGB642|o__OFGB642|f__FGB642|g__GGB1582|s__GGB1582_SGB2173	0.000371	0.000000000	0.001111667	0.000000000
k__Bacteria|p__Bacteroidetes|c__CFGB642|o__OFGB642|f__FGB642|g__GGB1582|s__GGB1582_SGB2173|t__SGB2173	0.000371	0.000000000	0.001111667	0.000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_unclassified|g__Gemmiger|s__Gemmiger_formicilis|t__SGB15277	0.00037	0.00111	0.00000	0.00000
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_SGB17157	0.000354	0.000000000	0.000000000	0.001063333
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_SGB17157|t__SGB17157	0.000354	0.000000000	0.000000000	0.001063333
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_acidifaciens	0.000352	0.001056667	0.000000000	0.000000000
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_acidifaciens|t__SGB1943	0.000352	0.001056667	0.000000000	0.000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_saphenum	0.000352	0.000000	0.000000	0.001055
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_saphenum|t__SGB3945	0.000352	0.000000	0.000000	0.001055
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_tobetsuensis	0.000345	0.000000	0.000000	0.001035
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_tobetsuensis|t__SGB6935	0.000345	0.000000	0.000000	0.001035
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_quasivariicola	0.000343	0.00000	0.00103	0.00000
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Klebsiella|s__Klebsiella_quasivariicola|t__SGB10113	0.000343	0.00000	0.00103	0.00000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_clostridioformis	0.000336	0.001006667	0.000000000	0.000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_clostridioformis|t__SGB4760	0.000336	0.001006667	0.000000000	0.000000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gallinarum	0.000334	0.001001667	0.000000000	0.000000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gallinarum|t__SGB7951	0.000334	0.001001667	0.000000000	0.000000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_nepalensis	0.000334	0.000000000	0.001001667	0.000000000
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Staphylococcus|s__Staphylococcus_nepalensis|t__SGB7839	0.000334	0.000000000	0.001001667	0.000000000
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Parascardovia	0.000332	0.0003550000	0.0000000000	0.0006416667
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Parascardovia|s__Parascardovia_denticolens	0.000332	0.0003550000	0.0000000000	0.0006416667
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Bifidobacteriales|f__Bifidobacteriaceae|g__Parascardovia|s__Parascardovia_denticolens|t__SGB17291	0.000332	0.0003550000	0.0000000000	0.0006416667
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__GGB6513	0.000323	0.00000	0.00097	0.00000
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__GGB6513|s__GGB6513_SGB9199	0.000323	0.00000	0.00097	0.00000
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae|g__GGB6513|s__GGB6513_SGB9199|t__SGB9199	0.000323	0.00000	0.00097	0.00000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus|t__SGB5118	0.000322	0.0000000000	0.0009666667	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenellaceae_unclassified|s__Christensenellaceae_bacterium_NSJ_44	0.000319	0.0009583333	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Christensenellaceae|g__Christensenellaceae_unclassified|s__Christensenellaceae_bacterium_NSJ_44|t__SGB7265	0.000319	0.0009583333	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Bacilliculturomica	0.000311	0.0009333333	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Bacilliculturomica|s__Bacilliculturomica_massiliensis	0.000311	0.0009333333	0.0000000000	0.0000000000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Eubacteriales_Family_XIII_Incertae_Sedis|g__Bacilliculturomica|s__Bacilliculturomica_massiliensis|t__SGB28982	0.000311	0.0009333333	0.0000000000	0.0000000000
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_johnsonii	0.000306	0.0000000000	0.0000000000	0.0009183333
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_johnsonii|t__SGB15887	0.000306	0.0000000000	0.0000000000	0.0009183333
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_448	0.000297	0.0000000000	0.0000000000	0.0008916667
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Actinomyces|s__Actinomyces_sp_oral_taxon_448|t__SGB15872	0.000297	0.0000000000	0.0000000000	0.0008916667
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_AF24_7LB	0.000297	0.00000	0.00089	0.00000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_AF24_7LB|t__SGB4571	0.000297	0.00000	0.00089	0.00000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9724	0.000297	0.00089	0.00000	0.00000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9724|s__GGB9724_SGB15278	0.000297	0.00089	0.00000	0.00000
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__GGB9724|s__GGB9724_SGB15278|t__SGB15278	0.000297	0.00089	0.00000	0.00000
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB19858	0.000291	0.0008733333	0.0000000000	0.0000000000
k__Bacteria|p__Candidatus_Saccharibacteria|c__Candidatus_Saccharibacteria_unclassified|o__Candidatus_Saccharibacteria_unclassified|f__Candidatus_Saccharibacteria_unclassified|g__Candidatus_Saccharibacteria_unclassified|s__Candidatus_Saccharibacteria_unclassified_SGB19858|t__SGB19858	0.000291	0.0008733333	0.0000000000	0.0000000000
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_ascorbata	0.000289	0.0000000000	0.0008666667	0.0000000000
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Kluyvera|s__Kluyvera_ascorbata|t__SGB10107	0.000289	0.0000000000	0.0008666667	0.0000000000
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Peptidiphaga	0.000279	0.0000000000	0.0000000000	0.0008383333
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Peptidiphaga|s__Peptidiphaga_SGB15895	0.000279	0.0000000000	0.0000000000	0.0008383333
k__Bacteria|p__Actinobacteria|c__Actinomycetia|o__Actinomycetales|f__Actinomycetaceae|g__Peptidiphaga|s__Peptidiphaga_SGB15895|t__SGB15895	0.000279	0.0000000000	0.0000000000	0.0008383333
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae|g__GGB9383	0.000268	0.0008033333	0.0000000000	0.0000000000
